"Plot Title: QANASIASSAT_UTC_2021"
"#","Date Time, GMT-02:00","Temp, °C (LGR S/N: 20362477, SEN S/N: 20362477)","Event, units (LGR S/N: 20362477, SEN S/N: 20362477, LBL: rain)"
600,09/10/2021 07.00.00 AM,6.775,
601,09/10/2021 08.00.00 AM,7.179,
602,09/10/2021 09.00.00 AM,8.182,
603,09/10/2021 10.00.00 AM,9.176,
604,09/10/2021 11.00.00 AM,8.879,
605,09/10/2021 12.00.00 PM,9.176,
606,09/10/2021 01.00.00 PM,8.879,
607,09/10/2021 02.00.00 PM,9.275,
608,09/10/2021 02.41.00 PM,,110.00
609,09/10/2021 03.00.00 PM,9.077,
610,09/10/2021 04.00.00 PM,8.978,
611,09/10/2021 05.00.00 PM,8.382,
612,09/10/2021 05.47.13 PM,,111.00
613,09/10/2021 06.00.00 PM,8.082,
614,09/10/2021 06.16.16 PM,,112.00
615,09/10/2021 06.38.51 PM,,113.00
616,09/10/2021 07.00.00 PM,7.782,
617,09/10/2021 07.48.31 PM,,114.00
618,09/10/2021 07.57.41 PM,,115.00
619,09/10/2021 08.00.00 PM,7.582,
620,09/10/2021 08.28.07 PM,,116.00
621,09/10/2021 08.52.03 PM,,117.00
622,09/10/2021 09.00.00 PM,7.280,
623,09/10/2021 10.00.00 PM,6.978,
624,09/10/2021 10.15.10 PM,,118.00
625,09/10/2021 11.00.00 PM,6.978,
626,09/11/2021 12.00.00 AM,6.877,
627,09/11/2021 01.00.00 AM,6.978,
628,09/11/2021 02.00.00 AM,6.978,
629,09/11/2021 03.00.00 AM,6.877,
630,09/11/2021 03.26.24 AM,,119.00
631,09/11/2021 04.00.00 AM,6.978,
632,09/11/2021 05.00.00 AM,6.166,
633,09/11/2021 06.00.00 AM,6.166,
634,09/11/2021 07.00.00 AM,6.370,
635,09/11/2021 07.31.44 AM,,120.00
636,09/11/2021 07.37.15 AM,,121.00
637,09/11/2021 07.45.49 AM,,122.00
638,09/11/2021 07.53.49 AM,,123.00
639,09/11/2021 08.00.00 AM,6.674,
640,09/11/2021 08.07.15 AM,,124.00
641,09/11/2021 08.15.45 AM,,125.00
642,09/11/2021 08.23.07 AM,,126.00
643,09/11/2021 08.28.20 AM,,127.00
644,09/11/2021 08.34.09 AM,,128.00
645,09/11/2021 08.39.20 AM,,129.00
646,09/11/2021 08.46.10 AM,,130.00
647,09/11/2021 08.53.30 AM,,131.00
648,09/11/2021 09.00.00 AM,7.381,
649,09/11/2021 09.05.06 AM,,132.00
650,09/11/2021 09.16.20 AM,,133.00
651,09/11/2021 09.27.49 AM,,134.00
652,09/11/2021 09.35.22 AM,,135.00
653,09/11/2021 09.42.17 AM,,136.00
654,09/11/2021 09.50.00 AM,,137.00
655,09/11/2021 09.59.56 AM,,138.00
656,09/11/2021 10.00.00 AM,8.382,
657,09/11/2021 10.10.32 AM,,139.00
658,09/11/2021 10.26.07 AM,,140.00
659,09/11/2021 10.46.55 AM,,141.00
660,09/11/2021 11.00.00 AM,8.879,
661,09/11/2021 11.08.29 AM,,142.00
662,09/11/2021 11.23.44 AM,,143.00
663,09/11/2021 12.00.00 PM,10.455,
664,09/11/2021 12.06.43 PM,,144.00
665,09/11/2021 01.00.00 PM,11.916,
666,09/11/2021 01.02.47 PM,,145.00
667,09/11/2021 02.00.00 PM,12.304,
668,09/11/2021 03.00.00 PM,10.455,
669,09/11/2021 03.16.24 PM,,146.00
670,09/11/2021 03.42.09 PM,,147.00
671,09/11/2021 03.58.20 PM,,148.00
672,09/11/2021 04.00.00 PM,10.063,
673,09/11/2021 04.05.29 PM,,149.00
674,09/11/2021 04.15.42 PM,,150.00
675,09/11/2021 04.27.17 PM,,151.00
676,09/11/2021 04.50.10 PM,,152.00
677,09/11/2021 05.00.00 PM,9.275,
678,09/11/2021 05.01.47 PM,,153.00
679,09/11/2021 05.09.33 PM,,154.00
680,09/11/2021 05.16.30 PM,,155.00
681,09/11/2021 05.24.30 PM,,156.00
682,09/11/2021 05.30.20 PM,,157.00
683,09/11/2021 05.40.23 PM,,158.00
684,09/11/2021 05.50.11 PM,,159.00
685,09/11/2021 06.00.00 PM,8.779,
686,09/11/2021 06.04.12 PM,,160.00
687,09/11/2021 06.14.26 PM,,161.00
688,09/11/2021 06.32.25 PM,,162.00
689,09/11/2021 06.47.00 PM,,163.00
690,09/11/2021 06.56.29 PM,,164.00
691,09/11/2021 07.00.00 PM,8.978,
692,09/11/2021 07.06.18 PM,,165.00
693,09/11/2021 07.20.08 PM,,166.00
694,09/11/2021 07.33.34 PM,,167.00
695,09/11/2021 08.00.00 PM,9.077,
696,09/11/2021 09.00.00 PM,9.866,
697,09/11/2021 09.37.58 PM,,168.00
698,09/11/2021 09.57.00 PM,,169.00
699,09/11/2021 10.00.00 PM,7.983,
700,09/11/2021 10.10.58 PM,,170.00
701,09/11/2021 10.18.10 PM,,171.00
702,09/11/2021 10.25.00 PM,,172.00
703,09/11/2021 10.32.51 PM,,173.00
704,09/11/2021 10.38.20 PM,,174.00
705,09/11/2021 10.41.07 PM,,175.00
706,09/11/2021 10.46.46 PM,,176.00
707,09/11/2021 10.51.38 PM,,177.00
708,09/11/2021 10.53.46 PM,,178.00
709,09/11/2021 10.55.21 PM,,179.00
710,09/11/2021 10.56.56 PM,,180.00
711,09/11/2021 10.58.33 PM,,181.00
712,09/11/2021 11.00.00 PM,6.471,
713,09/11/2021 11.01.16 PM,,182.00
714,09/11/2021 11.02.27 PM,,183.00
715,09/11/2021 11.04.17 PM,,184.00
716,09/11/2021 11.09.28 PM,,185.00
717,09/11/2021 11.24.47 PM,,186.00
718,09/12/2021 12.00.00 AM,7.782,
719,09/12/2021 12.06.02 AM,,187.00
720,09/12/2021 12.33.55 AM,,188.00
721,09/12/2021 01.00.00 AM,8.481,
722,09/12/2021 01.33.17 AM,,189.00
723,09/12/2021 01.58.26 AM,,190.00
724,09/12/2021 02.00.00 AM,8.680,
725,09/12/2021 02.14.23 AM,,191.00
726,09/12/2021 02.19.09 AM,,192.00
727,09/12/2021 02.23.36 AM,,193.00
728,09/12/2021 02.26.21 AM,,194.00
729,09/12/2021 02.31.11 AM,,195.00
730,09/12/2021 02.36.53 AM,,196.00
731,09/12/2021 02.42.41 AM,,197.00
732,09/12/2021 02.52.38 AM,,198.00
733,09/12/2021 02.57.23 AM,,199.00
734,09/12/2021 03.00.00 AM,7.582,
735,09/12/2021 03.04.25 AM,,200.00
736,09/12/2021 03.16.55 AM,,201.00
737,09/12/2021 03.29.48 AM,,202.00
738,09/12/2021 03.44.06 AM,,203.00
739,09/12/2021 04.00.00 AM,9.275,
740,09/12/2021 04.15.46 AM,,204.00
741,09/12/2021 05.00.00 AM,10.357,
742,09/12/2021 06.00.00 AM,10.161,
743,09/12/2021 07.00.00 AM,9.768,
744,09/12/2021 08.00.00 AM,8.581,
745,09/12/2021 09.00.00 AM,8.282,
746,09/12/2021 10.00.00 AM,9.176,
747,09/12/2021 11.00.00 AM,8.581,
748,09/12/2021 12.00.00 PM,8.680,
749,09/12/2021 01.00.00 PM,8.879,
750,09/12/2021 02.00.00 PM,8.282,
751,09/12/2021 03.00.00 PM,7.983,
752,09/12/2021 04.00.00 PM,10.748,
753,09/12/2021 05.00.00 PM,11.041,
754,09/12/2021 06.00.00 PM,9.472,
755,09/12/2021 07.00.00 PM,7.079,
756,09/12/2021 08.00.00 PM,6.674,
757,09/12/2021 09.00.00 PM,4.415,
758,09/12/2021 10.00.00 PM,4.415,
759,09/12/2021 11.00.00 PM,5.450,
760,09/13/2021 12.00.00 AM,2.943,
761,09/13/2021 01.00.00 AM,2.730,
762,09/13/2021 02.00.00 AM,1.980,
763,09/13/2021 03.00.00 AM,1.439,
764,09/13/2021 04.00.00 AM,0.343,
765,09/13/2021 05.00.00 AM,-1.001,
766,09/13/2021 06.00.00 AM,-1.456,
767,09/13/2021 07.00.00 AM,-1.341,
768,09/13/2021 08.00.00 AM,0.121,
769,09/13/2021 09.00.00 AM,-0.213,
770,09/13/2021 10.00.00 AM,1.872,
771,09/13/2021 11.00.00 AM,6.166,
772,09/13/2021 12.00.00 PM,6.370,
773,09/13/2021 01.00.00 PM,7.582,
774,09/13/2021 02.00.00 PM,7.882,
775,09/13/2021 03.00.00 PM,9.472,
776,09/13/2021 04.00.00 PM,8.680,
777,09/13/2021 05.00.00 PM,8.879,
778,09/13/2021 06.00.00 PM,8.879,
779,09/13/2021 07.00.00 PM,4.207,
780,09/13/2021 08.00.00 PM,1.764,
781,09/13/2021 09.00.00 PM,1.003,
782,09/13/2021 10.00.00 PM,0.343,
783,09/13/2021 11.00.00 PM,-0.325,
784,09/14/2021 12.00.00 AM,-0.662,
785,09/14/2021 01.00.00 AM,-1.114,
786,09/14/2021 02.00.00 AM,-1.456,
787,09/14/2021 03.00.00 AM,-1.684,
788,09/14/2021 04.00.00 AM,-1.914,
789,09/14/2021 05.00.00 AM,-2.261,
790,09/14/2021 06.00.00 AM,-2.377,
791,09/14/2021 07.00.00 AM,-2.377,
792,09/14/2021 08.00.00 AM,-2.030,
793,09/14/2021 09.00.00 AM,-1.570,
794,09/14/2021 10.00.00 AM,0.232,
795,09/14/2021 11.00.00 AM,3.788,
796,09/14/2021 12.00.00 PM,4.207,
797,09/14/2021 01.00.00 PM,4.623,
798,09/14/2021 02.00.00 PM,5.860,
799,09/14/2021 03.00.00 PM,8.282,
800,09/14/2021 04.00.00 PM,7.682,
801,09/14/2021 05.00.00 PM,6.978,
802,09/14/2021 06.00.00 PM,7.882,
803,09/14/2021 07.00.00 PM,3.998,
804,09/14/2021 08.00.00 PM,1.872,
805,09/14/2021 09.00.00 PM,0.784,
806,09/14/2021 10.00.00 PM,0.010,
807,09/14/2021 11.00.00 PM,-0.549,
808,09/15/2021 12.00.00 AM,-0.662,
809,09/15/2021 01.00.00 AM,-1.228,
810,09/15/2021 02.00.00 AM,-1.341,
811,09/15/2021 03.00.00 AM,-1.799,
812,09/15/2021 04.00.00 AM,-2.030,
813,09/15/2021 05.00.00 AM,-2.261,
814,09/15/2021 06.00.00 AM,-2.377,
815,09/15/2021 07.00.00 AM,-2.377,
816,09/15/2021 08.00.00 AM,-2.145,
817,09/15/2021 09.00.00 AM,-1.570,
818,09/15/2021 10.00.00 AM,-0.213,
819,09/15/2021 11.00.00 AM,4.519,
820,09/15/2021 12.00.00 PM,5.552,
821,09/15/2021 01.00.00 PM,6.471,
822,09/15/2021 02.00.00 PM,6.064,
823,09/15/2021 03.00.00 PM,8.978,
824,09/15/2021 04.00.00 PM,8.978,
825,09/15/2021 05.00.00 PM,9.176,
826,09/15/2021 06.00.00 PM,9.472,
827,09/15/2021 07.00.00 PM,3.788,
828,09/15/2021 08.00.00 PM,1.980,
829,09/15/2021 09.00.00 PM,1.003,
830,09/15/2021 10.00.00 PM,0.232,
831,09/15/2021 11.00.00 PM,0.010,
832,09/16/2021 12.00.00 AM,-0.437,
833,09/16/2021 01.00.00 AM,-0.662,
834,09/16/2021 02.00.00 AM,-0.887,
835,09/16/2021 03.00.00 AM,-1.001,
836,09/16/2021 04.00.00 AM,-0.887,
837,09/16/2021 05.00.00 AM,-0.549,
838,09/16/2021 06.00.00 AM,-0.549,
839,09/16/2021 07.00.00 AM,-0.887,
840,09/16/2021 08.00.00 AM,0.674,
841,09/16/2021 09.00.00 AM,1.548,
842,09/16/2021 10.00.00 AM,3.893,
843,09/16/2021 11.00.00 AM,4.519,
844,09/16/2021 12.00.00 PM,5.860,
845,09/16/2021 01.00.00 PM,5.962,
846,09/16/2021 02.00.00 PM,6.775,
847,09/16/2021 03.00.00 PM,7.582,
848,09/16/2021 04.00.00 PM,6.775,
849,09/16/2021 05.00.00 PM,5.962,
850,09/16/2021 06.00.00 PM,5.244,
851,09/16/2021 07.00.00 PM,4.415,
852,09/16/2021 08.00.00 PM,4.102,
853,09/16/2021 09.00.00 PM,3.261,
854,09/16/2021 09.10.18 PM,,205.00
855,09/16/2021 09.51.02 PM,,206.00
856,09/16/2021 10.00.00 PM,3.049,
857,09/16/2021 11.00.00 PM,3.049,
858,09/17/2021 12.00.00 AM,3.155,
859,09/17/2021 01.00.00 AM,3.367,
860,09/17/2021 02.00.00 AM,3.049,
861,09/17/2021 03.00.00 AM,2.517,
862,09/17/2021 03.04.13 AM,,207.00
863,09/17/2021 04.00.00 AM,2.410,
864,09/17/2021 05.00.00 AM,2.195,
865,09/17/2021 06.00.00 AM,2.088,
866,09/17/2021 07.00.00 AM,2.303,
867,09/17/2021 08.00.00 AM,2.624,
868,09/17/2021 09.00.00 AM,3.472,
869,09/17/2021 10.00.00 AM,3.261,
870,09/17/2021 11.00.00 AM,5.552,
871,09/17/2021 12.00.00 PM,6.674,
872,09/17/2021 01.00.00 PM,7.983,
873,09/17/2021 02.00.00 PM,8.879,
874,09/17/2021 03.00.00 PM,10.748,
875,09/17/2021 04.00.00 PM,9.768,
876,09/17/2021 05.00.00 PM,8.382,
877,09/17/2021 06.00.00 PM,7.280,
878,09/17/2021 07.00.00 PM,6.370,
879,09/17/2021 08.00.00 PM,5.860,
880,09/17/2021 09.00.00 PM,5.860,
881,09/17/2021 10.00.00 PM,5.655,
882,09/17/2021 11.00.00 PM,4.623,
883,09/18/2021 12.00.00 AM,3.893,
884,09/18/2021 01.00.00 AM,3.261,
885,09/18/2021 02.00.00 AM,3.472,
886,09/18/2021 03.00.00 AM,3.893,
887,09/18/2021 04.00.00 AM,3.998,
888,09/18/2021 05.00.00 AM,3.472,
889,09/18/2021 05.36.40 AM,,208.00
890,09/18/2021 06.00.00 AM,3.261,
891,09/18/2021 06.09.50 AM,,209.00
892,09/18/2021 06.26.21 AM,,210.00
893,09/18/2021 06.35.46 AM,,211.00
894,09/18/2021 06.52.12 AM,,212.00
895,09/18/2021 07.00.00 AM,2.730,
896,09/18/2021 08.00.00 AM,2.517,
897,09/18/2021 08.04.33 AM,,213.00
898,09/18/2021 08.12.53 AM,,214.00
899,09/18/2021 08.20.08 AM,,215.00
900,09/18/2021 08.29.41 AM,,216.00
901,09/18/2021 08.35.21 AM,,217.00
902,09/18/2021 08.43.57 AM,,218.00
903,09/18/2021 09.00.00 AM,2.517,
904,09/18/2021 09.09.25 AM,,219.00
905,09/18/2021 10.00.00 AM,2.624,
906,09/18/2021 10.17.48 AM,,220.00
907,09/18/2021 10.27.46 AM,,221.00
908,09/18/2021 10.54.15 AM,,222.00
909,09/18/2021 11.00.00 AM,3.893,
910,09/18/2021 12.00.00 PM,5.037,
911,09/18/2021 01.00.00 PM,5.244,
912,09/18/2021 02.00.00 PM,7.782,
913,09/18/2021 03.00.00 PM,6.674,
914,09/18/2021 04.00.00 PM,6.674,
915,09/18/2021 05.00.00 PM,5.962,
916,09/18/2021 06.00.00 PM,5.141,
917,09/18/2021 07.00.00 PM,5.141,
918,09/18/2021 08.00.00 PM,4.623,
919,09/18/2021 09.00.00 PM,4.623,
920,09/18/2021 10.00.00 PM,4.623,
921,09/18/2021 11.00.00 PM,4.727,
922,09/19/2021 12.00.00 AM,4.623,
923,09/19/2021 12.18.24 AM,,223.00
924,09/19/2021 01.00.00 AM,4.519,
925,09/19/2021 02.00.00 AM,4.519,
926,09/19/2021 02.05.15 AM,,224.00
927,09/19/2021 02.20.36 AM,,225.00
928,09/19/2021 02.36.22 AM,,226.00
929,09/19/2021 02.46.56 AM,,227.00
930,09/19/2021 02.58.28 AM,,228.00
931,09/19/2021 03.00.00 AM,4.415,
932,09/19/2021 03.12.48 AM,,229.00
933,09/19/2021 03.28.27 AM,,230.00
934,09/19/2021 03.38.01 AM,,231.00
935,09/19/2021 03.50.29 AM,,232.00
936,09/19/2021 04.00.00 AM,4.415,
937,09/19/2021 04.02.56 AM,,233.00
938,09/19/2021 04.15.55 AM,,234.00
939,09/19/2021 04.28.19 AM,,235.00
940,09/19/2021 04.41.47 AM,,236.00
941,09/19/2021 05.00.00 AM,4.415,
942,09/19/2021 05.10.26 AM,,237.00
943,09/19/2021 05.58.22 AM,,238.00
944,09/19/2021 06.00.00 AM,4.311,
945,09/19/2021 07.00.00 AM,4.623,
946,09/19/2021 07.08.25 AM,,239.00
947,09/19/2021 07.20.08 AM,,240.00
948,09/19/2021 07.34.54 AM,,241.00
949,09/19/2021 07.59.34 AM,,242.00
950,09/19/2021 08.00.00 AM,4.727,
951,09/19/2021 08.11.25 AM,,243.00
952,09/19/2021 08.23.06 AM,,244.00
953,09/19/2021 08.31.38 AM,,245.00
954,09/19/2021 08.40.39 AM,,246.00
955,09/19/2021 08.54.38 AM,,247.00
956,09/19/2021 09.00.00 AM,4.727,
957,09/19/2021 09.04.51 AM,,248.00
958,09/19/2021 09.14.22 AM,,249.00
959,09/19/2021 09.28.42 AM,,250.00
960,09/19/2021 09.47.00 AM,,251.00
961,09/19/2021 10.00.00 AM,5.450,
962,09/19/2021 10.12.38 AM,,252.00
963,09/19/2021 10.33.35 AM,,253.00
964,09/19/2021 11.00.00 AM,5.757,
965,09/19/2021 11.12.03 AM,,254.00
966,09/19/2021 12.00.00 PM,5.450,
967,09/19/2021 01.00.00 PM,5.552,
968,09/19/2021 02.00.00 PM,5.655,
969,09/19/2021 02.42.45 PM,,255.00
970,09/19/2021 02.58.21 PM,,256.00
971,09/19/2021 03.00.00 PM,5.860,
972,09/19/2021 04.00.00 PM,6.064,
973,09/19/2021 05.00.00 PM,5.655,
974,09/19/2021 06.00.00 PM,4.831,
975,09/19/2021 07.00.00 PM,4.415,
976,09/19/2021 08.00.00 PM,4.311,
977,09/19/2021 09.00.00 PM,4.311,
978,09/19/2021 10.00.00 PM,4.102,
979,09/19/2021 11.00.00 PM,4.102,
980,09/20/2021 12.00.00 AM,3.788,
981,09/20/2021 01.00.00 AM,3.578,
982,09/20/2021 02.00.00 AM,3.367,
983,09/20/2021 03.00.00 AM,3.367,
984,09/20/2021 04.00.00 AM,3.367,
985,09/20/2021 05.00.00 AM,3.155,
986,09/20/2021 06.00.00 AM,3.049,
987,09/20/2021 07.00.00 AM,3.049,
988,09/20/2021 08.00.00 AM,3.261,
989,09/20/2021 08.24.56 AM,,257.00
990,09/20/2021 09.00.00 AM,3.683,
991,09/20/2021 10.00.00 AM,4.207,
992,09/20/2021 11.00.00 AM,5.347,
993,09/20/2021 12.00.00 PM,5.860,
994,09/20/2021 01.00.00 PM,6.471,
995,09/20/2021 02.00.00 PM,7.179,
996,09/20/2021 03.00.00 PM,9.571,
997,09/20/2021 04.00.00 PM,8.481,
998,09/20/2021 05.00.00 PM,7.582,
999,09/20/2021 06.00.00 PM,7.582,
1000,09/20/2021 07.00.00 PM,3.578,
1001,09/20/2021 08.00.00 PM,1.872,
1002,09/20/2021 09.00.00 PM,0.674,
1003,09/20/2021 10.00.00 PM,0.232,
1004,09/20/2021 11.00.00 PM,0.010,
1005,09/21/2021 12.00.00 AM,-0.325,
1006,09/21/2021 01.00.00 AM,-0.887,
1007,09/21/2021 02.00.00 AM,-1.341,
1008,09/21/2021 03.00.00 AM,-1.570,
1009,09/21/2021 04.00.00 AM,-1.914,
1010,09/21/2021 05.00.00 AM,-2.145,
1011,09/21/2021 06.00.00 AM,-2.030,
1012,09/21/2021 07.00.00 AM,-1.914,
1013,09/21/2021 08.00.00 AM,-1.799,
1014,09/21/2021 09.00.00 AM,-1.228,
1015,09/21/2021 10.00.00 AM,1.003,
1016,09/21/2021 11.00.00 AM,3.893,
1017,09/21/2021 12.00.00 PM,4.519,
1018,09/21/2021 01.00.00 PM,5.450,
1019,09/21/2021 02.00.00 PM,6.268,
1020,09/21/2021 03.00.00 PM,6.370,
1021,09/21/2021 04.00.00 PM,6.268,
1022,09/21/2021 05.00.00 PM,5.655,
1023,09/21/2021 06.00.00 PM,4.727,
1024,09/21/2021 07.00.00 PM,3.049,
1025,09/21/2021 08.00.00 PM,1.872,
1026,09/21/2021 09.00.00 PM,0.674,
1027,09/21/2021 10.00.00 PM,0.563,
1028,09/21/2021 11.00.00 PM,1.112,
1029,09/22/2021 12.00.00 AM,1.439,
1030,09/22/2021 01.00.00 AM,1.439,
1031,09/22/2021 02.00.00 AM,1.548,
1032,09/22/2021 03.00.00 AM,1.980,
1033,09/22/2021 04.00.00 AM,1.764,
1034,09/22/2021 05.00.00 AM,2.088,
1035,09/22/2021 06.00.00 AM,1.980,
1036,09/22/2021 07.00.00 AM,1.980,
1037,09/22/2021 08.00.00 AM,2.410,
1038,09/22/2021 09.00.00 AM,3.472,
1039,09/22/2021 10.00.00 AM,4.623,
1040,09/22/2021 11.00.00 AM,5.552,
1041,09/22/2021 12.00.00 PM,5.037,
1042,09/22/2021 01.00.00 PM,5.860,
1043,09/22/2021 02.00.00 PM,5.450,
1044,09/22/2021 03.00.00 PM,5.244,
1045,09/22/2021 04.00.00 PM,5.141,
1046,09/22/2021 04.22.33 PM,,258.00
1047,09/22/2021 04.42.05 PM,,259.00
1048,09/22/2021 04.55.16 PM,,260.00
1049,09/22/2021 05.00.00 PM,4.102,
1050,09/22/2021 05.01.56 PM,,261.00
1051,09/22/2021 05.09.47 PM,,262.00
1052,09/22/2021 05.13.47 PM,,263.00
1053,09/22/2021 05.20.39 PM,,264.00
1054,09/22/2021 05.23.08 PM,,265.00
1055,09/22/2021 05.31.45 PM,,266.00
1056,09/22/2021 05.50.30 PM,,267.00
1057,09/22/2021 05.58.58 PM,,268.00
1058,09/22/2021 06.00.00 PM,3.261,
1059,09/22/2021 06.11.25 PM,,269.00
1060,09/22/2021 06.23.45 PM,,270.00
1061,09/22/2021 06.33.46 PM,,271.00
1062,09/22/2021 06.41.59 PM,,272.00
1063,09/22/2021 06.48.46 PM,,273.00
1064,09/22/2021 06.54.43 PM,,274.00
1065,09/22/2021 06.56.26 PM,,275.00
1066,09/22/2021 06.59.08 PM,,276.00
1067,09/22/2021 07.00.00 PM,2.943,
1068,09/22/2021 07.02.38 PM,,277.00
1069,09/22/2021 07.05.55 PM,,278.00
1070,09/22/2021 07.08.11 PM,,279.00
1071,09/22/2021 07.10.19 PM,,280.00
1072,09/22/2021 07.12.17 PM,,281.00
1073,09/22/2021 07.14.03 PM,,282.00
1074,09/22/2021 07.16.04 PM,,283.00
1075,09/22/2021 07.18.18 PM,,284.00
1076,09/22/2021 07.21.28 PM,,285.00
1077,09/22/2021 07.22.59 PM,,286.00
1078,09/22/2021 07.25.00 PM,,287.00
1079,09/22/2021 07.27.15 PM,,288.00
1080,09/22/2021 07.28.45 PM,,289.00
1081,09/22/2021 07.32.10 PM,,290.00
1082,09/22/2021 07.40.26 PM,,291.00
1083,09/22/2021 07.51.13 PM,,292.00
1084,09/22/2021 07.54.37 PM,,293.00
1085,09/22/2021 08.00.00 PM,2.837,
1086,09/22/2021 08.01.51 PM,,294.00
1087,09/22/2021 08.09.36 PM,,295.00
1088,09/22/2021 08.29.26 PM,,296.00
1089,09/22/2021 08.36.44 PM,,297.00
1090,09/22/2021 08.47.55 PM,,298.00
1091,09/22/2021 08.50.18 PM,,299.00
1092,09/22/2021 08.53.25 PM,,300.00
1093,09/22/2021 08.58.10 PM,,301.00
1094,09/22/2021 09.00.00 PM,2.943,
1095,09/22/2021 09.46.57 PM,,302.00
1096,09/22/2021 10.00.00 PM,2.943,
1097,09/22/2021 10.39.11 PM,,303.00
1098,09/22/2021 11.00.00 PM,3.155,
1099,09/23/2021 12.00.00 AM,3.367,
1100,09/23/2021 01.00.00 AM,3.472,
1101,09/23/2021 02.00.00 AM,3.578,
1102,09/23/2021 03.00.00 AM,3.683,
1103,09/23/2021 03.14.01 AM,,304.00
1104,09/23/2021 03.36.46 AM,,305.00
1105,09/23/2021 04.00.00 AM,3.788,
1106,09/23/2021 04.18.57 AM,,306.00
1107,09/23/2021 05.00.00 AM,3.893,
1108,09/23/2021 05.08.03 AM,,307.00
1109,09/23/2021 06.00.00 AM,3.788,
1110,09/23/2021 07.00.00 AM,3.683,
1111,09/23/2021 07.24.27 AM,,308.00
1112,09/23/2021 08.00.00 AM,3.472,
1113,09/23/2021 09.00.00 AM,3.155,
1114,09/23/2021 09.14.37 AM,,309.00
1115,09/23/2021 09.43.30 AM,,310.00
1116,09/23/2021 10.00.00 AM,3.261,
1117,09/23/2021 10.17.32 AM,,311.00
1118,09/23/2021 11.00.00 AM,3.683,
1119,09/23/2021 12.00.00 PM,3.788,
1120,09/23/2021 01.00.00 PM,3.788,
1121,09/23/2021 02.00.00 PM,4.623,
1122,09/23/2021 03.00.00 PM,5.860,
1123,09/23/2021 03.53.06 PM,,312.00
1124,09/23/2021 04.00.00 PM,6.674,
1125,09/23/2021 05.00.00 PM,7.179,
1126,09/23/2021 06.00.00 PM,3.261,
1127,09/23/2021 07.00.00 PM,1.548,
1128,09/23/2021 08.00.00 PM,0.563,
1129,09/23/2021 09.00.00 PM,0.343,
1130,09/23/2021 10.00.00 PM,0.232,
1131,09/23/2021 11.00.00 PM,-0.325,
1132,09/24/2021 12.00.00 AM,-1.001,
1133,09/24/2021 01.00.00 AM,-1.341,
1134,09/24/2021 02.00.00 AM,-1.684,
1135,09/24/2021 03.00.00 AM,-1.914,
1136,09/24/2021 04.00.00 AM,-2.261,
1137,09/24/2021 05.00.00 AM,-2.494,
1138,09/24/2021 06.00.00 AM,-2.844,
1139,09/24/2021 07.00.00 AM,-2.844,
1140,09/24/2021 08.00.00 AM,-2.494,
1141,09/24/2021 09.00.00 AM,-1.799,
1142,09/24/2021 10.00.00 AM,-0.887,
1143,09/24/2021 11.00.00 AM,2.195,
1144,09/24/2021 12.00.00 PM,3.367,
1145,09/24/2021 01.00.00 PM,2.517,
1146,09/24/2021 02.00.00 PM,2.943,
1147,09/24/2021 03.00.00 PM,3.578,
1148,09/24/2021 04.00.00 PM,3.578,
1149,09/24/2021 05.00.00 PM,5.757,
1150,09/24/2021 06.00.00 PM,5.552,
1151,09/24/2021 07.00.00 PM,2.410,
1152,09/24/2021 08.00.00 PM,2.195,
1153,09/24/2021 09.00.00 PM,0.010,
1154,09/24/2021 10.00.00 PM,-0.549,
1155,09/24/2021 11.00.00 PM,-1.001,
1156,09/25/2021 12.00.00 AM,-1.456,
1157,09/25/2021 01.00.00 AM,-1.914,
1158,09/25/2021 02.00.00 AM,-2.145,
1159,09/25/2021 03.00.00 AM,-2.377,
1160,09/25/2021 04.00.00 AM,-2.610,
1161,09/25/2021 05.00.00 AM,-2.962,
1162,09/25/2021 06.00.00 AM,-3.434,
1163,09/25/2021 07.00.00 AM,-3.434,
1164,09/25/2021 08.00.00 AM,-3.434,
1165,09/25/2021 09.00.00 AM,-2.844,
1166,09/25/2021 10.00.00 AM,-2.030,
1167,09/25/2021 11.00.00 AM,2.517,
1168,09/25/2021 12.00.00 PM,2.837,
1169,09/25/2021 01.00.00 PM,4.623,
1170,09/25/2021 02.00.00 PM,6.573,
1171,09/25/2021 03.00.00 PM,9.373,
1172,09/25/2021 04.00.00 PM,6.674,
1173,09/25/2021 05.00.00 PM,5.552,
1174,09/25/2021 06.00.00 PM,5.141,
1175,09/25/2021 07.00.00 PM,1.112,
1176,09/25/2021 08.00.00 PM,-0.437,
1177,09/25/2021 09.00.00 PM,-1.001,
1178,09/25/2021 10.00.00 PM,-1.456,
1179,09/25/2021 11.00.00 PM,-1.799,
1180,09/26/2021 12.00.00 AM,-2.145,
1181,09/26/2021 01.00.00 AM,-2.377,
1182,09/26/2021 02.00.00 AM,-2.727,
1183,09/26/2021 03.00.00 AM,-3.079,
1184,09/26/2021 04.00.00 AM,-3.079,
1185,09/26/2021 05.00.00 AM,-3.434,
1186,09/26/2021 06.00.00 AM,-3.792,
1187,09/26/2021 07.00.00 AM,-4.152,
1188,09/26/2021 08.00.00 AM,-4.031,
1189,09/26/2021 09.00.00 AM,-3.553,
1190,09/26/2021 10.00.00 AM,-2.494,
